Name,Link to the dish,Ingredients,Making Steps,Ingredients_without_quantity
갈비탕,http://www.lampcook.com/food/food_fusion_view.php?idx_no=453,"물(10컵), 국간장(3큰술), 다진파(2큰술), 다진마늘(1큰술), 참기름(1작은술), 후추(약간)","1. 갈비는 찬물에 담가 핏물을 뺀 뒤 냄비에 넣고 물 10컵을 부어 푹 끓인다. 2. 무는 3cm 두께로 토막 내어 갈비와 같이 끓여 푹 익힌다. 3. 무와 갈비가 푹 익으면 건져 내어 거즈나 종이로 기름을 걸러낸다. 4. 삶아낸 갈비와 무를 그릇에 담고 국간장, 다진 파, 다진 마늘, 참기름, 후춧가루로 고루 무쳐낸다. 5. 기름을 걷어낸 국물에 양념한 갈비와 무를 넣고 국간장으로 부족한 간을 한 다음 한소끔 더 끓여 낸다. 6. 그릇에 낼 때는 계란 지단을 곁들인다.","물, 국간장, 다진파, 다진마늘, 참기름, 후추"
토란곰탕,http://www.lampcook.com/food/food_fusion_view.php?idx_no=384,"다시마(15cm), 대파(1/2뿌리), 국간장(1큰술), 다진마늘(1큰술), 후춧가루(약간), 참기름(약간), 소금(약간)","1. 토란은 껍질을 벗기고 큰 것은 2~4등분한다. 쌀뜨물에 소금을 약간 넣고 끓으면 토란을 넣고 살짝 삶아낸다. 2. 쇠고기는 끓는 물에 덩어리째 넣고 삶다가 다시마, 무를 넣어 푹 끓인다. 3. 어느정도 국물이 우러나면 건더기를 건지고 쇠고기, 무는 0.5cm 두께로 썰어 다진 마늘, 후춧가루, 참기름으로 양념한다. 4. 사태국물을 다시 끓이다가 양념한 쇠고기와 무를 넣는다. 5. ④에 토란, 다시마를 넣고 국간장으로 간을 맞춘 다음 한소끔 끓여 낸다. 6. 마지막에 어슷 썬 파를 넣는다.","다시마, 대파, 국간장, 다진마늘, 후춧가루, 참기름, 소금"
해물국시,http://www.lampcook.com/food/food_fusion_view.php?idx_no=193,"호박(15g), 감자(15g), 대파(5g), 청고추(5g), 다시마(10g), 간장(2큰술), 소금(약간), 참기름(약간)","1. 다시마는 찬 물에 1시간 정도 담가 놓았다가 다시마 맛이 우러나오면 불에 올려 살짝 한번 끓인다.(대파, 양파등 야채들과 같이 국물을 우려 내면 시원한 맛이 난다.) 2. 새우, 바지락, 홍합 등은 깨끗이 손질한다. 3. 호박은 반달썰기 하고, 감자는 채를 썰어둔다. 4. 대파, 홍고추, 청고추는 어슷하게 썰어 둔다. 5. ①의 국물을 간장, 소금으로 간하고 ②의 해물과 채소를 넣고 한소끔 끓여준다. 6. 한소끔 끓여낸 다음 마지막에 대파, 쑥갓을 띄워낸다.","호박, 감자, 대파, 청고추, 다시마, 간장, 소금, 참기름"
오징어숙회,http://www.lampcook.com/food/food_fusion_view.php?idx_no=316,"고추장(2큰술), 식초(2큰술), 설탕(1큰술), 깨소금(약간)",1. 오징어는 다리를 떼어 내고 껍질을 벗긴 다음 칼집을 주고 끓는 물에 데친다. 2. 초고추장을 만든다. 3. 데쳐 낸 오징어와 초고추장을 곁들여 낸다.,"고추장, 식초, 설탕, 깨소금"
오곡밥,http://www.lampcook.com/food/food_fusion_view.php?idx_no=536,"수수(1컵), 차조(1컵), 콩(1/2컵), 팥(1/2컵), 소금(약간)","1. 찹쌀과 멥쌀은 깨끗이 씻어 건져 놓는다. 2. 차수수는 붉은 물이 안 나올 때까지 깨끗이 씻어 놓는다. 3. 콩은 불려서 일어 건져놓고, 팥은 삶아서 건져놓고 삶은 물은 받아 놓는다. 4. 차조는 씻어서 잘 일은 후 건져놓는다. 5. 차조를 뺀 모든 재료를 고루 섞어 밥솥에 앉혀 놓고 팥 삶은 물에 소금(1/3작은술 정도)을 넣은 밥물을 붓는데, 밥물은 보통 짓는 밥물보다 20% 적게 붓는다. 6. 밥이 끓기 시작하면 차조를 고루 얹어 뜸을 들인다.","수수, 차조, 콩, 팥, 소금"
가지무침과 호박잎쌈밥,http://www.lampcook.com/food/food_fusion_view.php?idx_no=18,"쌈장(1T), 간장(2T), 풋고추(1개), 다진마늘(1T), 쪽파(2대), 양파(조금), 통깨(조금), 소금(조금)","1. 준비한 채소를 깨끗하게 손질한다. 2. 가지는 동그랗게 썰어 후라이팬에 구워준다. 3. 풋고추와 쪽파, 양파를 다져준다 4. 간장에 다진재료들과 마늘, 통깨를 넣고 잘 섞어 양념간장을 만들어 준다. 5. 구워진 가지에 양념간장을 뿌려 섞어 접시에 담는다. 6. 호박잎은 줄기를 꺾어 껍질을 벗겨 흐르는 물에 잘 씻어준다. 7. 찜기에 물을 담고 받침대에 호박잎을 올려 7~8분정도 익혀준다. 8. 호박잎을 잘 펴 밥을 얹고 쌈장 또는 양념간장을 넣고 말아 준다.","쌈장, 간장, 풋고추, 다진마늘, 쪽파, 양파, 통깨, 소금"
골뱅이볶음,http://www.lampcook.com/food/food_fusion_view.php?idx_no=145,"표고버섯(2개), 양파(1개), 청피망(1/4개), 홍피망(1/4개), 녹말(2큰술), 마늘(2쪽), 대파(약간), 진간장(1큰술), 깨소금(약간), 참기름(약간), 설탕(약간)","1. 통조림 골뱅이는 끓는물에 살짝만 데쳐내어 깔끔하게 준비한다. 2. 골뱅이가 식으면 얇게 저며썬다. 3. 표고버섯, 홍피망, 청피망, 양파는 얇고 네모나게 썰고 마늘과 파는 다진다. 4. 팬에 기름을 두르고 표고버섯, 양파를 같이 볶다가 청피망, 홍피망을 넣고 같이 볶아준다. 5. ④의 채소들이 볶아지면 물 1/4컵을 붓고 끓이다가 진간장으로 간을 맞춘다. 6. 데친 골뱅이, 다진 파, 다진 마늘, 후춧가루, 깨소금, 참기름을 넣고 젓다가 녹말물을 조금씩 넣어가며 걸쭉하게 농도를 맞춘다.","표고버섯, 양파, 청피망, 홍피망, 녹말, 마늘, 대파, 진간장, 깨소금, 참기름, 설탕"
녹차콩국수,http://www.lampcook.com/food/food_fusion_view.php?idx_no=82,"오이(1개), 방울토마토(2개), 육수(3컵), 소금(약간)","1. 메주콩은 5배의 물을 붓고 반나절 정도 불려 콩이 완전히 불면 냄비에 물을 밥물 정도로 부어 뚜껑을 덮지 않고 삶는다. 2. 콩이 끓기 시작하면 5분 정도 더 끓여서 찬물에 여러 번 헹궈준 뒤, 양손으로 비벼가며 껍질을 벗기고 콩만 건져낸다. 3. 믹서에 삶은 콩을 넣고 물을 부어가며 곱게 간 뒤, 체에 밭쳐 건더기는 걸러내고 국물만 받아 냉장고에 차게 둔다. 4. 오이는 5cm 길이로 잘라 껍질을 돌려 깎아 얇게 채썰고, 방울토마토는 반으로 잘라둔다. 5. 끓는 물에 소금을 약간 넣고 녹차국수를 삶는다. 6. 냉면 용기에 삶은 녹차국수를 넣고, 육수와 콩국을 1:1 비율로 섞은 콩국물을 부은 후 오이채와 방울토마토를 얹어 낸다.","오이, 방울토마토, 육수, 소금"
깻잎장아찌,http://www.lampcook.com/food/food_fusion_view.php?idx_no=449,"깨소금(2큰술), 실고추(5g), 진간장(1컵), 고춧가루(2큰술), 파(2뿌리), 마늘(5쪽), 생강(1쪽)",1. 깻잎은 싱싱한 것으로 골라 씻어낸 후 물기를 완전히 뺀다. 2. 파는 잘게 썰고 마늘과 생강은 곱게 다진다. 3. 진간장에 ②와 고춧가루를 넣어 양념장을 만든다. 4. 깻잎을 한 장씩 펴서 양념장을 바른다. 5. 준비한 항아리에 깻잎을 차곡차곡 담고 누르개로 누른 후 남은 양념장을 붓는다. 6. 2~3일 후에 진간장만 따라내어 팔팔 끓인 다음 식혀 항아리에 다시 붓는다. 약 1주일이 지나면 깻잎이 누렇게 익는다.,"깨소금, 실고추, 진간장, 고춧가루, 파, 마늘, 생강"
절편,http://www.lampcook.com/food/food_fusion_view.php?idx_no=368,"쑥(20g), 소금(2큰술), 참기름(약간)","1. 멥쌀은 깨끗이 씻어서 6시간 정도 충분히 불린 후 건져 소금을 넣고 가루로 빻아서 곱게 체에 친다. 2. 멥쌀가루에 물을 뿌린 다음 버무려서 찜통이나 시루에 넣고 충분히 찐다. 3. 쪄낸 떡을 둘로 나누어 반은 그대로 절구에서 찰지게 될 때까지 치고, 나머지는 데친 쑥을 섞어서 쑥색이 고루 들 때까지 찧는다. 4. ③의 떡을 큰 도마에 놓고 참기름을 발라가며 일정한 크기로 떼어낸 다음 둥근 모양으로 빚고 떡살로 눌러 문양을 낸 후 참기름을 발라 마무리한다.","쑥, 소금, 참기름"
쇠고기산적,http://www.lampcook.com/food/food_fusion_view.php?idx_no=509,"햇살담은간장(1큰술), 마늘(약간), 후춧가루(약간), 꼬치(8개), 참기름(약간), 깨소금(약간), 설탕(1큰술), 꿀(1큰술), 다진파(2큰술), 다진마늘(3큰술), 배즙(3큰술), 생강즙(1큰술)","1. 쇠고기는 적간으로 도톰하게 떠서 두드리듯 앞 뒤로 잔 칼집을 넣는다. 2. 분량의 갖은 재료를 섞어 고기를 넣고 무쳐 30분 정도 재워 둔다. 3. 느타리버섯은 끓는물에 데쳐 식혀서 물기를 꼭 짠다. 4. 실파는 6cm 길이로 자르고 느타라버섯은 잘게 찢어 놓는다. 5. 햇살담은간장, 파, 마늘, 참기름, 후춧가루로 버섯을 간이 배도록 무친다. 6. 꼬치에 쇠고기, 실파, 느타리버섯을 순서대로 꿰고 마지막엔 쇠고기를 한번 더 꿰어준다.","햇살담은간장, 마늘, 후춧가루, 꼬치, 참기름, 깨소금, 설탕, 꿀, 다진파, 다진마늘, 배즙, 생강즙"
참치김치찌개,http://www.lampcook.com/food/food_fusion_view.php?idx_no=139,"양파(1/2개), 대파(1뿌리), 홍고추(1/2개), 팽이버섯(1/2봉지), 두부(1/4모), 청고추(1/2개), 고춧가루(1작은술), 소금(약간), 참기름(약간)","1. 김치는 속을 털어내고 4cm 길이 정도로 썬다. 2. 참치는 체에 밭쳐 기름기를 제거한다. 3. 양파, 대파, 홍고추, 청고추는 적당하게 어슷썬다. 4. 두부는 0.5cm 두께로 져며낸다. 5. 냄비에 참기름을 두르고 김치, 양파를 볶다가 물을 넣는다. 6. ⑤가 한소끔 끓으면 참치를 넣어준다.","양파, 대파, 홍고추, 팽이버섯, 두부, 청고추, 고춧가루, 소금, 참기름"
삼겹살채소말이,http://www.lampcook.com/food/food_fusion_view.php?idx_no=389,"찹쌀가루(3큰술), 식용유(약간), 꼬치(), 소금(¼작은술), 생강즙(2작은술), 후추(약간)","1. 삼겹살은 8cm 길이로 썰어낸 뒤 칼등으로 자근자근 두드린다. 2. ①에 소금, 생강즙, 후춧가루로 밑간을 하되 이때는 고기두께가 0.2cm 정도가 되게 한다. 고기두께가 얇으면 얇을수록 좋다. 3. 붉은 고추는 반으로 갈라서 씨를 빼고 8cm 길이로 채썬다. 4. 무순은 깨끗이 씻어 준비한다. 5. 찹쌀가루를 체에 밭친 후, ②의 고기를 양면에 묻혀 낸다. 6. ⑤에 붉은 고추와 무순을 넣고 돌돌 말아낸 다음 꼬치로 고정시킨다. 고기가 얇으면 꼬치가 없어도 된다.","찹쌀가루, 식용유, 꼬치, 소금, 생강즙, 후추"
바지락칼국수,http://www.lampcook.com/food/food_fusion_view.php?idx_no=216,"양파(1개), 다진마늘(1큰술), 맛술(1큰술), 청장(2큰술), 소금(약간), 후춧가루(약간)","1. 바지락은 옅은 소금물에 담가 해감을 한다. 2. 냄비에 물을 넣고 바지락을 넣어 국물을 낸다. 바지락 입이 벌어지면 바지락은 건져내고 국물은 면보에 걸러둔다. 3. ②의 조갯국물에 청장, 맛술, 소금으로 간을 한다. 4. 양파는 채썰고 애호박도 채를 썬다. 5. ③의 국물에 ④의 채소를 넣고 끓이다가 준비한 국수를 넣어 끓인다. 6. 국수가 어느정도 익어가면 건져놓은 조개와 다진 마늘을 넣어 끓여낸다.","양파, 다진마늘, 맛술, 청장, 소금, 후춧가루"
생굴채소무침,http://www.lampcook.com/food/food_fusion_view.php?idx_no=122,"생밤(4개), 오이(반개), 청고추(2개), 홍고추(2개), 실파(30g), 배(약간), 마늘(3쪽), 파슬리(약간), 양념(레시피참조)","1. 굴은 소금물에 씻는다. 2. 마늘, 오이, 배는 껍질을 깐다음 편으로 썬다. 청고추, 홍고추는 어슷하게 썰어 씨를 털어내고 실파는 3cm 길이로 썬다. 3. TIP을 참고해 양념장을 만들어 굴과 준비해놓은 채소를 섞어 버무린다. 4. 접시에 배추속대를 놓고 굴무침을 먹음직스럽게 담은 다음 파슬리로 장식한다.","생밤, 오이, 청고추, 홍고추, 실파, 배, 마늘, 파슬리, 양념"
호박전,http://www.lampcook.com/food/food_fusion_view.php?idx_no=434,"밀가루(2큰술), 계란(2개), 쑥갓(약간), 식용유(3큰술), 소금(약간), 진간장(1큰술), 식초(1작은술)",1. 애호박은 두께가 고른 것으로 골라 깨끗이 씻은 다음 0.5cm 두께로 통썬다. 2. 호박에 소금을 뿌려 살짝 절였다가 거즈로 물기를 닦아낸다. 3. 계란은 풀어 소금으로 간을 해 놓는다. 4. 준비한 호박의 앞뒤로 밀가루를 고루 묻힌 다음 계란물에 적신다. 5. 달구어진 프라이팬에 기름을 둘러 중간불에서 노릇하게 지진다. 6. 분량의 양념 재료를 섞어 양념장을 만들어 곁들인다.,"밀가루, 계란, 쑥갓, 식용유, 소금, 진간장, 식초"
찬밥지짐이,http://www.lampcook.com/food/food_fusion_view.php?idx_no=374,"양파(1/4개), 당근(30g), 실파(2뿌리), 두부(50g), 계란(1개), 날콩가루(약간), 식용유(약간), 소금(약간), 후춧가루(약간)","1. 양파, 당근은 다진다. 2. 실파는 송송썬다. 3. 두부는 곱게 으깬다. 4. 찬밥, 양파, 당근, 실파, 두부를 섞고 콩가루와 계란을 넣은 뒤 소금과 후춧가루로 간을 맞춘다. 5. 프라이팬에 기름을 두르고 둥글게 지진다.","양파, 당근, 실파, 두부, 계란, 날콩가루, 식용유, 소금, 후춧가루"
콩나물국밥,http://www.lampcook.com/food/food_fusion_view.php?idx_no=458,"김치(200g), 다진마늘(1큰술), 실파(1뿌리), 장조림(80g), 청고추(2개), 깨소금(1큰술), 김(2장), 계란(4개), 쇠고기육수(2컵), 새우젓(약간)","1. 뚝배기에 한 사람이 먹을 만큼의 밥을 담고 콩나물은 씻어 삶아 밥이 덮일 만큼 수북이 얹는다. 2. ①위에 어슷썬 실파와 청고추, 결대로 찢은 장조림을 보기 좋게 둘러 얹고, 그 위에 잘게 썬 김치와 다진 마늘을 얹는다. 3. 재료를 넣은 뚝배기에 육수를 자작하게 부어 보글보글 끓이다가 상에 내기 직전에 살짝 구운 김을 비벼 얹고 생계란을 깨뜨려 얹은 다음 깨소금을 뿌린다. 4. 새우젓을 따로 곁들여 식성대로 간을 맞춰 먹는다.","김치, 다진마늘, 실파, 장조림, 청고추, 깨소금, 김, 계란, 쇠고기육수, 새우젓"
불고기낙지전골,http://www.lampcook.com/food/food_fusion_view.php?idx_no=290,"표고버섯(2개), 무(1/4개), 팽이버섯(30g), 미나리(3대), 대파(1뿌리), 홍고추(1개), 양파(1/3개), 물(3컵), 소금(약간), 다진파(1작은술), 간장(2큰술), 다진마늘(1작은술), 설탕(1큰술), 깨소금(약간), 참기름(약간)","1. 쇠고기는 불고기용으로 얇게 썰어 분량의 쇠고기양념 재료를 넣고 무친다. 2. 무는 4cm 길이로 납작하게 썰고 표고버섯은 어슷썬다. 팽이버섯은 밑둥을 자르고 미나리는 깨끗이 씻어 준비한다. 대파와 고추는 어슷썰고, 양파는 굵게 채썬다. 3. 낙지는 먹통과 내장을 제거한 뒤 굵은 소금을 뿌려 거품이 날 정도로 주물러 깨끗이 씻어 물기를 빼고 5cm 길이로 썬다. 4. 전골냄비에 재료들을 보기 좋게 담고 물 3컵을 부어 끓이고 소금으로 간한다.","표고버섯, 무, 팽이버섯, 미나리, 대파, 홍고추, 양파, 물, 소금, 다진파, 간장, 다진마늘, 설탕, 깨소금, 참기름"
북어국,http://www.lampcook.com/food/food_fusion_view.php?idx_no=480,"계란(2개), 대파(1뿌리), 물(8컵), 홍고추(1개), 다진마늘(2작은술), 소금(약간), 후춧가루(약간), 참기름(약간)","1. 잘 마른 황태를 골라 방망이로 두드려 부드러워지면 물에 불렸다가 잘 다듬어 5cm 길이로 자른 뒤 냄비에 물 4컵을 붓고 끓여 북어는 건져서 손으로 찢는다. 2. 콩나물은 다듬어 씻고 두부는 4cm 길이로 길게 썬다. 3. 홍고추와 굵은 파는 어슷썬다. 4. 찢어놓은 북어를 그릇에 담아 소금과 참기름을 넣고 양념한 후 계란 2개를 넣어 고루 섞는다. 5. 북어국물에 콩나물과 홍고추를 넣고 끓이다가 계란물에 섞은 북어를 한 숟가락씩 넣고 소금, 후춧가루로 간한다. 6. 북어가 떠오르면 두부와 파, 다진 마늘을 넣고 살짝 끓인 후 불에서 내린다.","계란, 대파, 물, 홍고추, 다진마늘, 소금, 후춧가루, 참기름"
대대로닭칼국수,http://www.lampcook.com/food/food_fusion_view.php?idx_no=78,"닭발(2개), 통파(1대), 오이(1/4개), 생강(적당량), 소금(적당량)","1. 날콩가루(50g)를 곱게 갈아 밀가루와 합하여 반죽을 한 후 젖은 면보에 싸둔다. 2. 닭과 닭발, 통파, 생강을 넣어 무르게 끓인 닭육수를 준비한다. 3. ①의 반죽을 밀가루를 뿌려가면서 얇게 밀어 돌돌만 후 곱게 채썬다. 4. 채썬 반죽은 밀가루를 뿌린 쟁반에 둔다. 5. ②의 닭이 익으면 건져 뼈를 발라내고 닭살은 찢어둔다. 6. ①의 콩가루보다는 굵게 갈은 콩을 ⑤의 닭살과 섞는다.(콩가루 50g)","닭발, 통파, 오이, 생강, 소금"
팥국수,http://www.lampcook.com/food/food_fusion_view.php?idx_no=507,"물(10컵), 날콩가루(4큰술), 소금(약간)",1. 붉은 색을 띠는 팥을 준비하여 깨끗이 씻어 돌이 없게 일어 놓았다가 냄비에 담고 물을 넉넉히 부어 삶는다. 한참을 삶아 팥이 푹 물러지면 믹서에 곱게 갈아 체에 걸러 놓는다. 2. 분량의 밀가루와 날콩가루에 소금을 조금 넣고 물 1컵을 조금씩 부어가며 반죽하여 잘 치댄다. 골고루 반죽이 되면 비닐 봉지에 넣고 30분 정도 그대로 두어 끈기가 생기게 한다. 3. 밀가루 반죽에 끈기가 생기면 좀 더 치댄 뒤 편평한 상에 밀가루를 바르고 방망이로 얇게 밀어 0.3cm 두께로 썬다. 4. 체에 걸러 놓은 팥국물을 냄비에 담아 다시 끓인다. 팥물이 끓으면 국수를 넣고 서로 붙지 않게 나무젓가락으로 저어 가며 끓인다. 5. 팥국물이 끓어 국수가 떠오르면 소금으로 간을 하고 불에서 내려 그릇에 담아 낸다.,"물, 날콩가루, 소금"
